userId,registerType,category,state,city,groupSize,collegeName,companyName,isPresent
297,GROUP,FAMILY,Puducherry,Vellore,4,,,0
1242,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Chennai,1,,Ingram Micro,0
1006,GROUP,FAMILY,Tamil Nadu,Thiruvallur,4,,,1
1666,INDIVIDUAL,OTHERS,Andhra Pradesh,Chengalpattu,1,,,0
747,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,NRI INSTITUTE OF TECHNOLOGY ,,0
2852,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Tiruvallur,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
292,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Kanchipuram,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
782,GROUP,FAMILY,Andhra Pradesh,Guntur,5,,,0
2145,GROUP,FAMILY,Tamil Nadu,Nellore,6,,,0
323,GROUP,FAMILY,Kerala,Chengalpattu,3,,,0
299,GROUP,FAMILY,Tamil Nadu,Guntur,5,,,0
1299,GROUP,FAMILY,Tamil Nadu,Kanchipuram,2,,,0
195,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Swarnandhra college of engineering and technology,,0
64,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,Saveetha Engineering College,,0
394,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Kanchipuram,1,,Sudha Gopalakrishnan Brain Research Centre,0
728,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Tirupati,1,,HCLTech,0
1584,GROUP,FAMILY,Andhra Pradesh,Tirupati,5,,,0
1548,GROUP,FAMILY,Tamil Nadu,Vijayawada,6,,,0
2426,INDIVIDUAL,OTHERS,Andhra Pradesh,Vellore,1,,,1
15,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Coimbatore,1,Chennai institute of technology ,,0
2568,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,Rajalakshmi Engineering College,,1
1601,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,Anna University ,,1
1091,INDIVIDUAL,OTHERS,Tamil Nadu,Kakinada,1,,,0
2112,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Anna University ,,0
204,INDIVIDUAL,OTHERS,Tamil Nadu,Thiruvallur,1,,,1
2419,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,Panimalar engineering college ,,0
153,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Swarnandhra college of engineering and technology,,0
2902,GROUP,FAMILY,Tamil Nadu,Other,4,,,1
1360,GROUP,FAMILY,Karnataka,Bangalore,4,,,0
773,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chengalpattu,1,DRBCCC HINDU COLLEGE ,,1
2679,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Chennai institute of technology ,,1
1002,GROUP,FAMILY,Tamil Nadu,Chengalpattu,3,,,0
719,INDIVIDUAL,COLLEGE_STUDENT,Puducherry,Other,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,1
613,GROUP,FAMILY,Tamil Nadu,Nellore,2,,,0
843,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Aset college of science and technology ,,1
267,GROUP,FAMILY,Tamil Nadu,Chengalpattu,5,,,1
52,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Andhra Pradesh,Chengalpattu,1,,Cognizant technology solutions ,0
1196,INDIVIDUAL,OTHERS,Tamil Nadu,Chengalpattu,1,,,0
1271,GROUP,FAMILY,Tamil Nadu,Chennai,3,,,1
1492,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,University of Madras ,,1
1583,GROUP,FAMILY,Telangana,Other,4,,,1
522,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Anna University ,,0
1695,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Nellore,1,Chennai Institute of Technology,,0
2664,GROUP,FAMILY,Tamil Nadu,Chengalpattu,6,,,0
2749,GROUP,INSTITUTE,Andhra Pradesh,Tirupati,101,,,1
1922,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Sathyabama institute of science and technology ,,0
103,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,Chennai institute of technology ,,1
696,GROUP,FAMILY,Tamil Nadu,Hyderabad,2,,,0
2333,GROUP,FAMILY,Andhra Pradesh,Bangalore,4,,,0
2725,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Velammal institute of technology,,0
2273,GROUP,FAMILY,Andhra Pradesh,Guntur,3,,,0
2483,INDIVIDUAL,OTHERS,Tamil Nadu,Tirupati,1,,,0
1843,GROUP,FAMILY,Tamil Nadu,Chengalpattu,4,,,1
1831,INDIVIDUAL,OTHERS,Tamil Nadu,Nellore,1,,,0
795,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vijayawada,1,Chennai Institute of Technology,,0
1821,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Coimbatore,1,Prathyusha engineering college ,,1
2002,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Chennai,1,NRI INSTITUTE OF TECHNOLOGY ,,1
145,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,Swarnandhra college of engineering and technology,,0
2526,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,Panimalar Engineering College ,,0
1331,GROUP,FAMILY,Telangana,Tiruvallur,2,,,0
2478,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Vijayawada,1,,Amazon,1
2882,INDIVIDUAL,OTHERS,Andhra Pradesh,Coimbatore,1,,,0
322,GROUP,FAMILY,Tamil Nadu,Visakhapatnam,4,,,0
1262,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Andhra Pradesh,Chennai,1,,Wipro,0
2415,GROUP,FAMILY,Tamil Nadu,Kanchipuram,3,,,1
1270,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Kakinada,1,Saveetha Engineering College,,0
1761,GROUP,FAMILY,Tamil Nadu,Bangalore,6,,,0
417,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Vijayawada,1,Sathyabama institute of science and technology ,,0
2632,GROUP,FAMILY,Tamil Nadu,Coimbatore,3,,,1
2292,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Other,1,Rajalakshmi Engineering College ,,0
175,GROUP,FAMILY,Tamil Nadu,Tiruvallur,4,,,1
1726,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Nellore,1,PANIMALAR ENGINEERING COLLEGE,,0
2176,INDIVIDUAL,OTHERS,Telangana,Bangalore,1,,,0
46,GROUP,FAMILY,Karnataka,Bangalore,3,,,0
686,GROUP,FAMILY,Tamil Nadu,Kanchipuram,2,,,0
1608,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Tirupati,1,,Ingram Micro,1
1232,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Anna University ,,1
863,GROUP,FAMILY,Telangana,Bangalore,6,,,1
1966,GROUP,FAMILY,Andhra Pradesh,Hyderabad,3,,,0
332,GROUP,FAMILY,Tamil Nadu,Chennai,2,,,1
94,GROUP,FAMILY,Tamil Nadu,Thiruvallur,2,,,0
1642,INDIVIDUAL,OTHERS,Tamil Nadu,Visakhapatnam,1,,,0
2987,INDIVIDUAL,COLLEGE_STUDENT,Other,Vijayawada,1,Swarnandhra college of engineering and technology,,0
507,INDIVIDUAL,OTHERS,Tamil Nadu,Thiruvallur,1,,,0
2910,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,University of Madras ,,0
2046,GROUP,FAMILY,Tamil Nadu,Chennai,3,,,0
496,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Vellore,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,1
2133,GROUP,FAMILY,Tamil Nadu,Vijayawada,6,,,0
1,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Vijayawada,1,Rajalakshmi Engineering College ,,0
315,INDIVIDUAL,OTHERS,Telangana,Tirupati,1,,,1
1273,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Guntur,1,,IGCAR,0
1942,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Chengalpattu,1,Ethiraj college for women ,,1
2968,GROUP,FAMILY,Tamil Nadu,Kakinada,3,,,1
1317,GROUP,FAMILY,Puducherry,Tirupati,5,,,0
756,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Telangana,Tiruvallur,1,,Cognizant technology solutions ,1
1771,GROUP,FAMILY,Telangana,Hyderabad,3,,,0
1201,GROUP,FAMILY,Telangana,Thiruvallur,4,,,1
2175,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Vellore,1,Panimalar Engineering College,,1
1992,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Aset college of science and technology ,,0
880,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Guntur,1,University of Madras ,,1
766,GROUP,FAMILY,Tamil Nadu,Guntur,4,,,0
928,GROUP,FAMILY,Tamil Nadu,Kakinada,4,,,0
2378,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Tiruvallur,1,,TNEB,1
1375,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
1815,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Other,1,DRBCCC HINDU COLLEGE ,,0
1799,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Aset college of science and technology ,,1
930,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Anna University ,,1
437,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Velammal institute of technology ,,1
197,GROUP,FAMILY,Tamil Nadu,Hyderabad,5,,,1
1763,INDIVIDUAL,COLLEGE_STUDENT,Puducherry,Kakinada,1,Prathyusha engineering college ,,0
1065,GROUP,FAMILY,Tamil Nadu,Guntur,5,,,0
2343,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Chennai,1,Saveetha Engineering College,,0
2529,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Panimalar Engineering College,,0
1269,GROUP,FAMILY,Andhra Pradesh,Hyderabad,3,,,0
2324,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Panimalar Engineering College,,1
2780,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chengalpattu,1,Swarnandhra college of engineering and technology,,0
2226,GROUP,FAMILY,Tamil Nadu,Guntur,4,,,0
451,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Chengalpattu,1,,SETS,1
2165,GROUP,FAMILY,Tamil Nadu,Hyderabad,6,,,0
2373,GROUP,FAMILY,Karnataka,Other,2,,,0
2013,INDIVIDUAL,OTHERS,Tamil Nadu,Tiruvallur,1,,,0
271,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Bangalore,1,,Accenture,0
1841,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vijayawada,1,Prathyusha engineering college ,,1
2935,GROUP,FAMILY,Andhra Pradesh,Other,3,,,0
979,GROUP,FAMILY,Tamil Nadu,Kanchipuram,6,,,1
2167,GROUP,FAMILY,Tamil Nadu,Bangalore,2,,,0
355,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Hyderabad,1,Panimalar engineering college ,,0
1877,GROUP,FAMILY,Tamil Nadu,Kakinada,3,,,1
185,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chengalpattu,1,Ethiraj college for women ,,1
2745,GROUP,FAMILY,Andhra Pradesh,Nellore,3,,,1
1615,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Velammal Institute of technology ,,0
2760,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Rajalakshmi Engineering College,,0
1707,GROUP,FAMILY,Andhra Pradesh,Coimbatore,2,,,0
1862,GROUP,FAMILY,Tamil Nadu,Chennai,5,,,0
247,GROUP,FAMILY,Tamil Nadu,Hyderabad,6,,,0
556,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Tirupati,1,Swarnandhra college of engineering and technology,,0
1753,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,PANIMALAR ENGINEERING COLLEGE,,0
1365,GROUP,FAMILY,Tamil Nadu,Vellore,2,,,0
68,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Karnataka,Coimbatore,1,,Ingram Micro,0
2619,INDIVIDUAL,OTHERS,Tamil Nadu,Chengalpattu,1,,,0
2285,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Chengalpattu,1,Ethiraj college for women ,,1
533,INDIVIDUAL,OTHERS,Telangana,Other,1,,,1
2874,GROUP,FAMILY,Tamil Nadu,Vellore,2,,,0
2706,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Visakhapatnam,1,,Capgemini,0
1503,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Swarnandhra college of engineering and technology ,,0
762,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Chennai institute of technology ,,0
2753,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Tirupati,1,Velammal Institute of Technology ,,0
1212,GROUP,FAMILY,Telangana,Nellore,4,,,1
2244,INDIVIDUAL,OTHERS,Tamil Nadu,Nellore,1,,,0
1794,GROUP,FAMILY,Karnataka,Hyderabad,3,,,1
536,INDIVIDUAL,OTHERS,Tamil Nadu,Coimbatore,1,,,1
1747,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Velammal Institute of Technology ,,1
464,GROUP,FAMILY,Tamil Nadu,Thiruvallur,2,,,0
2678,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Kanchipuram,1,Anna University ,,0
1840,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,PANIMALAR ENGINEERING COLLEGE,,0
2863,INDIVIDUAL,OTHERS,Tamil Nadu,Chengalpattu,1,,,1
125,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,PANIMALAR ENGINEERING COLLEGE,,0
179,INDIVIDUAL,OTHERS,Tamil Nadu,Guntur,1,,,0
193,INDIVIDUAL,OTHERS,Other,Kakinada,1,,,0
2308,GROUP,FAMILY,Tamil Nadu,Kanchipuram,2,,,0
1430,INDIVIDUAL,OTHERS,Tamil Nadu,Hyderabad,1,,,1
1692,GROUP,FAMILY,Tamil Nadu,Chennai,6,,,0
742,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Velammal institute of technology,,0
1035,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,NRI INSTITUTE OF TECHNOLOGY ,,0
1967,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Vijayawada,1,Swarnandhra college of engineering and technology ,,0
479,INDIVIDUAL,OTHERS,Tamil Nadu,Guntur,1,,,0
1028,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,0
2602,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Chennai institute of technology ,,1
369,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Ethiraj college for women ,,0
2524,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Chennai institute of technology ,,1
846,GROUP,FAMILY,Andhra Pradesh,Kakinada,5,,,0
257,INDIVIDUAL,OTHERS,Tamil Nadu,Thiruvallur,1,,,0
1223,GROUP,FAMILY,Karnataka,Chengalpattu,5,,,0
1993,GROUP,FAMILY,Tamil Nadu,Coimbatore,2,,,1
212,GROUP,FAMILY,Tamil Nadu,Other,6,,,1
2690,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Aset college of science and technology ,,0
1950,GROUP,FAMILY,Tamil Nadu,Kanchipuram,4,,,0
1363,GROUP,FAMILY,Other,Coimbatore,4,,,0
2152,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Coimbatore,1,Velammal institute of technology,,0
2154,GROUP,INSTITUTE,Andhra Pradesh,Other,114,,,1
568,GROUP,FAMILY,Other,Tirupati,3,,,1
2207,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,PANIMALAR ENGINEERING COLLEGE,,0
2094,GROUP,FAMILY,Andhra Pradesh,Tirupati,3,,,0
1711,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Panimalar Engineering College ,,1
1264,GROUP,FAMILY,Andhra Pradesh,Guntur,4,,,1
2124,GROUP,FAMILY,Karnataka,Nellore,6,,,0
799,GROUP,FAMILY,Andhra Pradesh,Kakinada,2,,,0
81,INDIVIDUAL,OTHERS,Andhra Pradesh,Nellore,1,,,0
33,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Coimbatore,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
415,GROUP,FAMILY,Tamil Nadu,Tiruvallur,4,,,0
1805,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Vijayawada,1,Velammal Institute of Technology ,,0
2214,INDIVIDUAL,OTHERS,Puducherry,Coimbatore,1,,,0
1322,INDIVIDUAL,COLLEGE_STUDENT,Other,Tirupati,1,Velammal institute of technology,,0
1568,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,Swarnandhra college of engineering and technology,,0
784,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Panimalar Engineering College,,1
2992,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Andhra Pradesh,Tiruvallur,1,,IGCAR,0
1413,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Guntur,1,Panimalar Engineering College,,1
458,GROUP,FAMILY,Tamil Nadu,Visakhapatnam,2,,,0
140,INDIVIDUAL,OTHERS,Tamil Nadu,Kakinada,1,,,0
2231,GROUP,FAMILY,Tamil Nadu,Visakhapatnam,3,,,0
1026,GROUP,FAMILY,Tamil Nadu,Tirupati,3,,,1
89,INDIVIDUAL,OTHERS,Tamil Nadu,Tiruvallur,1,,,0
1443,GROUP,FAMILY,Tamil Nadu,Chengalpattu,2,,,1
1832,GROUP,FAMILY,Tamil Nadu,Chengalpattu,2,,,1
2577,INDIVIDUAL,OTHERS,Andhra Pradesh,Chennai,1,,,0
255,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,DRBCCC HINDU COLLEGE ,,0
606,GROUP,FAMILY,Andhra Pradesh,Vellore,4,,,0
1045,INDIVIDUAL,OTHERS,Tamil Nadu,Kakinada,1,,,1
569,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,1
1733,GROUP,FAMILY,Tamil Nadu,Thiruvallur,5,,,1
2543,INDIVIDUAL,OTHERS,Tamil Nadu,Bangalore,1,,,0
858,GROUP,FAMILY,Tamil Nadu,Kakinada,6,,,0
2473,INDIVIDUAL,OTHERS,Tamil Nadu,Tiruvallur,1,,,1
818,INDIVIDUAL,COLLEGE_STUDENT,Other,Chennai,1,Velammal Institute of Technology ,,1
2031,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Hyderabad,1,Velammal Institute of technology ,,0
1878,GROUP,FAMILY,Tamil Nadu,Hyderabad,3,,,1
142,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Visakhapatnam,1,Rajalakshmi engineering college ,,0
444,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Velammal institute of technology,,0
1175,GROUP,FAMILY,Tamil Nadu,Vijayawada,5,,,1
487,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,Panimalar Engineering College ,,1
882,GROUP,FAMILY,Tamil Nadu,Coimbatore,2,,,1
2565,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,Swarnandhra college of engineering and technology ,,0
1085,INDIVIDUAL,OTHERS,Andhra Pradesh,Chennai,1,,,1
1300,GROUP,FAMILY,Tamil Nadu,Tiruvallur,6,,,0
176,INDIVIDUAL,COLLEGE_STUDENT,Other,Chennai,1,Rajalakshmi engineering college ,,1
1095,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Swarnandhra college of engineering and technology ,,1
2701,GROUP,FAMILY,Tamil Nadu,Vijayawada,5,,,0
2847,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Hyderabad,1,,TNEB,1
1964,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Thiruvallur,1,Rajalakshmi Engineering College,,0
2682,INDIVIDUAL,OTHERS,Tamil Nadu,Coimbatore,1,,,1
2098,GROUP,FAMILY,Tamil Nadu,Kakinada,2,,,0
2156,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Velammal Institute of Technology ,,1
1557,GROUP,FAMILY,Tamil Nadu,Other,3,,,1
1671,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Sathyabama institute of science and technology ,,1
178,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Velammal institute of technology,,0
1079,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,University of Madras ,,0
599,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Velammal Institute of technology ,,1
2191,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Velammal Institute of technology ,,0
2532,GROUP,INSTITUTE,Andhra Pradesh,Chengalpattu,32,,,0
2668,GROUP,FAMILY,Tamil Nadu,Coimbatore,2,,,0
2787,INDIVIDUAL,OTHERS,Tamil Nadu,Kakinada,1,,,0
480,GROUP,FAMILY,Tamil Nadu,Kanchipuram,4,,,0
1968,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Coimbatore,1,NRI INSTITUTE OF TECHNOLOGY ,,1
1058,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Kakinada,1,Panimalar engineering college ,,0
2269,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Guntur,1,Panimalar engineering college ,,0
534,GROUP,FAMILY,Tamil Nadu,Kanchipuram,5,,,0
1104,INDIVIDUAL,OTHERS,Tamil Nadu,Chennai,1,,,1
1107,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Hyderabad,1,Velammal Institute of Technology ,,0
2928,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,0
1124,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Karnataka,Coimbatore,1,,Tata Consultancy Services ,1
943,GROUP,FAMILY,Tamil Nadu,Nellore,3,,,1
163,GROUP,FAMILY,Tamil Nadu,Tirupati,4,,,0
1552,GROUP,FAMILY,Tamil Nadu,Bangalore,3,,,1
966,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,Rajalakshmi engineering college ,,0
472,INDIVIDUAL,OTHERS,Tamil Nadu,Other,1,,,0
845,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Velammal Institute of technology ,,0
999,INDIVIDUAL,OTHERS,Tamil Nadu,Visakhapatnam,1,,,0
1905,GROUP,FAMILY,Telangana,Other,4,,,0
31,GROUP,FAMILY,Tamil Nadu,Thiruvallur,4,,,0
2891,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vijayawada,1,Panimalar engineering college ,,0
424,GROUP,FAMILY,Tamil Nadu,Kanchipuram,6,,,1
512,GROUP,FAMILY,Tamil Nadu,Vellore,2,,,0
2759,GROUP,FAMILY,Tamil Nadu,Kakinada,4,,,1
2738,GROUP,FAMILY,Tamil Nadu,Kakinada,5,,,0
1394,GROUP,FAMILY,Tamil Nadu,Chennai,5,,,1
1587,GROUP,FAMILY,Andhra Pradesh,Kakinada,5,,,0
1930,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Ethiraj college for women ,,0
2498,INDIVIDUAL,OTHERS,Telangana,Chengalpattu,1,,,0
788,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Other,1,DRBCCC HINDU COLLEGE ,,0
2637,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,0
2539,GROUP,FAMILY,Tamil Nadu,Vellore,5,,,1
403,GROUP,FAMILY,Tamil Nadu,Bangalore,2,,,0
